from,to
"D11394","H00020"
"D00290","H01415"
"D00224","H01532"
"D03230","H00408"
"D00670","H00056"
"D00821","H01670"
"D02259","H00032"
"D00225","H01664"
"D11567","H00409"
"D00592","H01445"
"D02184","H00360"
"D00222","H00365"
"D02115","H00630"
"D03327","H01901"
"D05866","H01293"
"D00290","H00350"
"D11382","H01563"
"D01619","H01652"
"D01862","H01635"
"D00405","H01633"
"D00458","H01649"
"D05029","H00003"
"D02184","H00354"
"D00473","H01694"
"D01426","H00362"
"D00355","H01522"
"D02262","H00361"
"D02716","H01624"
"D01157","H01176"
"D03822","H00056"
"D00350","H01328"
"D00287","H00003"
"D09314","H00005"
"D02500","H02429"
"D02698","H00002"
"D01984","H01634"
"D09948","H01615"
"D04820","H01653"
"D08865","H01633"
"D00131","H01611"
"D00368","H01091"
"D04023","H00019"
"D10169","H01316"
"D02994","H01655"
"D10560","H00005"
"D01025","H00612"
"D02074","H01293"
"D01275","H00002"
"D09730","H00019"
"D00978","H01362"
"D10941","H00845"
"D10744","H01714"
"D00290","H00323"
"D02721","H01621"
"D00540","H01714"
"D10293","H00057"
"D00981","H01698"
"D00290","H00321"
"D00620","H01633"
"D00407","H01657"
"D00214","H00035"
"D02078","H01895"
"D00981","H01606"
"D01068","H01512"
"D00558","H00057"
"D10836","H01563"
"D03230","H00409"
"D03903","H00310"
"D11069","H01633"
"D10400","H01656"
"D00254","H00042"
"D05374","H01664"
"D09595","H00079"
"D05374","H01670"
"D01370","H01490"
"D04358","H01466"
"D10206","H01646"
"D03259","H00003"
"D00690","H01360"
"D09960","H00012"
"D02184","H00319"
"D00587","H00361"
"D00446","H01634"
"D10283","H01633"
"D01160","H01563"
"D09196","H01633"
"D09730","H00031"
"D00168","H00004"
"D10587","H00409"
"D06504","H00377"
"D00578","H00363"
"D05697","H01457"
"D10292","H00155"
"D01310","H01609"
"D10817","H00021"
"D00472","H00216"
"D00252","H01638"
"D02009","H00311"
"D01053","H00314"
"D00473","H01357"
"D03222","H00083"
"D00951","H00021"
"D00313","H01657"
"D10574","H00048"
"D10893","H01464"
"D00600","H01633"
"D00979","H01698"
"D11062","H01431"
"D03503","H01522"
"D02745","H01418"
"D02165","H00024"
"D04666","H01483"
"D01633","H00001"
"D02009","H00343"
"D00146","H00080"
"D00979","H01648"
"D09967","H01674"
"D09321","H01613"
"D04358","H00630"
"D06637","H01892"
"D01892","H01637"
"D00973","H01674"
"D02246","H01600"
"D00355","H00320"
"D09881","H01563"
"D10354","H00079"
"D00902","H00398"
"D00973","H01604"
"D11422","H01464"
"D11878","H00414"
"D01068","H00041"
"D02994","H00630"
"D05387","H00001"
"D03665","H01481"
"D11529","H00031"
"D00307","H00325"
"D02129","H00305"
"D02116","H00024"
"D01275","H02418"
"D00473","H01606"
"D00981","H01358"
"D10459","H00409"
"D00983","H01362"
"D05374","H01646"
"D03231","H01642"
"D00619","H01632"
"D00825","H01670"
