from,to
"lpan","H00359"
"T40010","H00386"
"aje","H01062"
"T40022","H00377"
"bmay","H00353"
"smar","H00303"
"raf","H00323"
"T40073","H01429"
"svi","H01411"
"ccm","H01059"
"T40074","H01429"
"ecg","H00278"
"raj","H00334"
"pvx","H00361"
"cpw","H01319"
"T40062","H00383"
"T40015","H00405"
"sng","H01064"
"mlen","H00334"
"T40092","H00975"
"elh","H00280"
"ypk","H00297"
"T40005","H01541"
"smm","H01045"
"abe","H01316"
"T40079","H00054"
"rty","H00322"
"T40050","H01560"
"T40104","H00393"
"std","H01443"
"T40052","H01533"
"T40092","H01430"
"T40098","H01418"
"T40083","H00373"
"afm","H01328"
"ncy","H00345"
"bhe","H00326"
"sam","H01442"
"bbo","H01060"
"T40122","H00400"
"lgv","H01405"
"T40078","H01624"
"erh","H01315"
"T40047","H00391"
"mpe","H00388"
"rsv","H01397"
"T40014","H00283"
"sez","H01426"
"T40025","H00378"
"T40101","H01320"
"eav","H01444"
"T40124","H01052"
"lbz","H00359"
"ovi","H00046"
"T40064","H00383"
"T40327","H02166"
"lsh","H00311"
"T40016","H00389"
"mle","H00344"
"T40071","H00397"
"aha","H01074"
"T40077","H00387"
"T40002","H01563"
"T40081","H00041"
"T40003","H01724"
"ech","H01141"
"rja","H00323"
"bbk","H00326"
"T40125","H00283"
"mlen","H01176"
"T40044","H00400"
"T40367","H02442"
"T40029","H00382"
"ssp","H01176"
"mhad","H01458"
"acav","H01074"
"T40033","H00394"
"eab","H01339"
"bpt","H01066"
"T40087","H01559"
"T40002","H00406"
"T40090","H01419"
"T40121","H00283"
"T40055","H00379"
"maic","H01458"
"bgh","H01501"
"T40008","H01544"
"lif","H00359"
"maub","H01458"
"sei","H00112"
"mgl","H01334"
"mul","H01042"
"tpk","H01408"
"T40020","H00390"
"T40066","H00413"
"T40008","H02173"
"plf","H01343"
"sgo","H00334"
"T40106","H00393"
"mgl","H01652"
"T40067","H00415"
"smf","H01314"
"rfe","H00323"
"mmi","H01458"
"tde","H01408"
"ssn","H00299"
"cho","H00356"
"T40364","H02442"
"vfu","H01070"
"T40053","H00379"
"mjd","H01458"
"ses","H00113"
"T40362","H02442"
"mpe","H00341"
"scf","H01443"
"nbr","H01451"
"T40085","H00414"
"bqu","H00327"
"ctp","H00363"
"bms","H00325"
"T40074","H00365"
"T40063","H00383"
"T40079","H00008"
"T40091","H01324"
"T40037","H00398"
"cal","H00363"
"mij","H01458"
"bmy","H02028"
"T40003","H00009"
"msym","H01358"
"T40061","H00380"
"T40058","H00416"
"T40054","H01535"
"eoh","H00277"
"T40343","H01326"
"pbl","H01329"
"T40107","H01323"
"T40073","H00365"
"sapo","H02385"
"T40102","H00371"
"ssa","H01443"
"rri","H00323"
"seec","H00113"
"mfj","H01458"
"T40087","H01509"
"T40007","H02173"
"hav","H01414"
"T40043","H00400"
"T40052","H00379"
"malv","H01458"
"rak","H02379"
